productID,relatedTo
0077614992,0073525057
0077614992,1133227295
0077614992,0324628676
0077614992,0073523224
0615269990,1594741476
0615269990,B0069628EU
0615269990,B009RTGX2Y
0615269990,B000IQHSLA
0615269990,B002WJHE7E
0615269990,143771675X
0615269990,0966097203
0615269990,0989306801
0615269990,B009ZNGFXO
0615269990,B00AZAMIDW
0615269990,B001VSA88Y
0615269990,B00E5K8YDQ
0615269990,B00A2HD40E
0615269990,B00B4G2QJC
0615269990,1609788893
0615269990,0071443347
0615269990,1609137620
0615269990,1400052181
0615269990,B004U4ECDI
0615269990,1935660152
0615269990,0071760504
0615269990,1435114930
0615269990,B0085MQPSG
0615269990,B000F4UOXY
0615269990,B004S8F7QM
0615269990,B006IOAHTQ
0615315860,B0018G4ZEW
0641864507,B002E3KJBG
0641864507,1935009656
0641864507,B00524H98U
0641864507,B00H8R6G92
0641864507,B006QQGR4U
0641864507,B00524H8MC
0681504498,1933622717
0681504498,B00005R8TK
0705394638,B00AYZFKME
0705394638,B001AL7GOQ
0705394638,B007BG6BKE
0705394638,B00AYZFFQU
0705394638,B001G5ZQ7A
0705394638,B0034G5UZC
0705394638,B00IRLYNZC
0705394638,B00AYZFM86
0705394638,B0034G60MO
0705394638,B007AWWW8E
0705394638,B00IAIXTA2
0705394638,B004LE8T9K
0705394638,B00IRMAOSQ
0705394638,B004LE8TOA
0705394638,B00HWIWRSQ
0705394638,B001G5ZK7G
0705394638,B004BDOIYQ
0705394638,B008XWDFCW
0705394638,B004LE8T9U
0705394638,B007CFK7H2
0705394638,B00EO4R6J6
0705394638,B007K5M330
0705394638,B000G82HAW
0705394638,B00EIIXK1G
0705394638,1593598114
0705394638,B00I0B9W2I
0705394638,B007PAV4GW
0705394638,030746542X
0705394638,B00IK1TYTE
0705394638,B001G5ZQ6Q
0705394638,070539462X
0705394638,B00IAIXPQU
0705394638,1599620707
0705394638,B007BG1LQ8
0705394638,B007CFKAO2
0705394638,B008RQPNVA
0705394638,B00AYZFGZA
0705394638,B007K5LZ6Q
0705394638,B001TLGYJA
0705394638,B002AX5IR0
0705394638,B007AXEVBO
0705394638,B00B9ZHURG
0705394638,1770364188
0736789928,B007FD5LI6
0736789928,B004CYUNQG
076493211X,0811857204
076493211X,0764932136
076493211X,0811851680
076493211X,0764961314
076493211X,0735334854
076493211X,0764965042
076493211X,0764967118
076493211X,0847839257
076493211X,0989810313
076493211X,0500092923
076493211X,B004J40QDO
0767196767,0767196856
0767196813,B007EFE9OW
0767196813,B00B1WL4UQ
0767196813,B000CCDQHU
0767196813,B00B500XGU
0767196813,B000J6FKC8
0767196813,B001BS6PEA
0767196813,B00DMKIA4I
0767196813,B0007WWYL4
0767196813,B003E46VN4
0767196813,B00004T3GM
0767196813,B001G5431A
0767196813,B0052GPURA
0767196813,B002ATIP92
0767196813,B000XOCVSM
0767196813,B00DMHVNEK
0767196813,140130768X
0767196813,B00II4487Q
0767196813,B00B6WVLRM
0767196813,B00G9FQV1C
0767196813,B0030AC0Z0
0767196813,B00CCBLJNC
0767196813,B003IP657G
0898004667,B007Y2MBHM
0898004667,B005NE6QZ6
0898004667,B00IO340Y2
0898004667,B00K3J67SC
0898004667,B004O5G8Q2
0898004667,B004F3H0DS
0929619730,B000VULNBO
093926322X,B009VHUAJY
0972433503,B000QRKVNI
0972433503,B003U4ZKRQ
0972433503,B000MLXXCE
0972433503,B007BY75HE
0972433503,B00DSZT1Z4
0974959200,096587320X
0974959200,0965873226
0976202107,007043316X
0976202107,0471504475
0976202107,0070433178
0976202107,0471504394
0976202107,0123846544
0976202107,0471198269
0976202107,0486691934
0976202107,0805370021
0976202107,0201380277
0976202107,0486633179
0976202107,0521664020
0976202107,0521298873
0976202107,0201657023
0976202107,0226870332
0976202107,0521854032
0976202107,0521679710
0976202107,047130932X
0976202107,0486652270
0976202107,0444504737
0976202107,0198520115
0976202107,0465023827
0976202107,048667620X
0976202107,0976202131
0976202107,0691125759
0976202107,048667164X
0976202107,0486404536
0976202107,0387095039
0976202107,0486421821
0976202107,3319011944
0976202107,0387968903
0976202107,013805326X
0976202107,0125850506
0976202107,0465075681
0976202107,0486600564
0976202107,0486667219
0976202107,0486411478
0976202107,0521588073
0976202107,1438513909
0976202107,0805390219
0976202107,0393925161
0976202107,0306447908
0976202107,0486458016
0976202107,0307352153
097968191X,0964519143
097968191X,B00C2EG826
097968191X,B00DR0JD94
097968191X,1451193785
097968191X,B00EMJTGXM
097968191X,B00GWR5Q72
097968191X,1609133609
097968191X,B00GWSPT9Q
097968191X,1609789164
097968191X,B00GWSODHA
097968191X,B00GWPBPMO
097968191X,B000WKPFGC
097968191X,B00GWR85YI
097968191X,B003ZFHNC0
097968191X,B001CUBR9U
097968191X,B000V98642
097968191X,0071761373
097968191X,B00H7HJDFC
097968191X,B00I8VXUNC
097968191X,0071804269
097968191X,1934465542
097968191X,1608319059
097968191X,B0012NI68M
097968191X,0781732190
097968191X,B00GXMQ918
097968191X,B00GWO9TGE
097968191X,1284026841
097968191X,1284026701
097968191X,1451116047
097968191X,B00290OG9A
097968191X,B00008BFS5
097968191X,B00062N4A0
097968191X,B00AZAMIDW
097968191X,B009939MY4
097968191X,0976544024
097968191X,B000QV02X8
097968191X,B001GAOTSW
0982828004,1552100669
0982828004,0684857219
0982828004,1890342009
0982828004,1412078598
0982828004,1425103391
0982828004,1495965597
0982828004,1599751003
0982828004,1105092135
0982828004,0967930472
0982828004,1591201411
0982828004,0967930464
0982828004,1552100510
0982828004,0972638407
0982828004,0967930413
0982828004,0736092269
0982828004,0967930499
0982828004,1475143389
0982828004,1938895088
0982828004,B000NGOWN2
0982828004,1933060379
0982828004,0967930480
0982828004,1937939340
0982828004,0415280303
0982828004,B002Z371IE
0982828004,0984741453
0982828004,B000NWKVXQ
0982828004,1497550696
0982828004,0967930405
0982828004,0880117869
0982828004,0966223128
0982828004,B005D92GRI
0982828004,0345426460
0982828004,0967930448
0982828004,0880114940
0982828004,1451118066
0982828004,0736093699
0982828004,8890403802
0982828004,9063693117
0982828004,147514377X
0982828004,0967930456
0982828004,0671797484
0982828004,1450413994
0982828004,B00IF8Q7EC
0982828004,0965116506
0982828004,3540077103
0982828004,B009YZP3XQ
0982828004,0965310701
0982828004,0736094644
0982828004,1939447135
0982828004,0071383301
0982828004,0809254573
0982828004,0736057714
0982828004,0809247151
0982828004,B0019LRYD0
0982828004,0736059261
0982884451,B00FLY2SHI
0982884451,0982884427
0982884451,0312536763
0982884451,091386692X
0985013346,098501332X
0985013346,193770209X
0985013346,0985013370
0985013346,0985013389
0985013346,0984265813
0985013346,B007PYKPA4
0985013346,0985013303
0985013346,1623152399
0985013346,B0099WAY6A
0985013346,B009H5P3VK
0985013346,B00K3XVVYS
0985013346,0934426988
0985013346,0931432820
0985013346,0985528001
0985013346,B004O25T06
0985013346,B008SDUALA
0985013346,B00ISP4ZW8
0985013346,B00GION4XW
0985013346,1572229551
0985013346,B008QMPTSM
0985013346,B00IP87H5U
0985013346,B005Y4ZPUW
0985013346,1499626959
0985013346,B00JP0EQ5G
0985013346,1402730063
0985013346,B00GUSYAXO
0985013346,1594774250
0985013346,0985013354
0985013346,184483624X
0985013346,0983518327
0985013346,1937702073
0985013346,1937702081
0985013346,B00JXUWUP6
0985013346,B00GP9ZE10
0985013346,B00F874YF2
0985013346,1852307218
0985013346,0911207023
0985013346,0806905840
0985013346,B008I6QJCG
0985013346,B00BFZFVW6
0985013346,B00F874YD4
0985013346,B008RODQFM
0985013346,B00GTZQ900
0985013346,B004O223AA
0985013346,B004GJRG3K
0985013346,B004O23Y9E
0985013346,B00IFW2GFC
0985013346,B00JPT0TNK
0985013346,B00D97H2SO
0985013346,B005DNME8A
0985013346,1477533338
0985013346,B006TM1LRO
0985013346,B00HE67BC8
0985013346,B007NETSJU
0985013346,1883319692
0985013346,B00ILCCUN4
0985013346,B00KTQ7QJS
0985013346,1577310950
0985013346,B00JX02ADS
0985013346,B00F40H68U
1093486147,B008S6CPN8
1093486147,B008H3XZ22
1093486147,B009ANU91S
1093486147,B0010SIAV2
1093486147,B00I5I8E3O
1093486147,B008S6G09S
1093486147,B001BPE3KQ
1093486147,B00HLVZL78
1093486147,B00DSKGMNI
1093486147,B008OCNXDW
1093486147,B008I2175E
1093486147,B00G9R8BGS
1093486147,B006LWYM96
1093486147,B00AR04OI2
1093486147,1938745817
1093486147,B00J7LT4FA
1093486147,B0087QK9TG
1093486147,B007P8HV2K
1093486147,B00J7LT3XI
1093486147,B00G7IRCLE
1093486147,B0087FMZBM
1093486147,B00009XV3M
1093486147,B004L38VGM
1093486147,B00I0D9KX2
1093486147,B002NEGTTW
1093486147,B003BQ71MA
1093486147,B007OI6VQI
1093486147,B007MXW0XI
1093486147,B004TJ6JH6
1093486147,B00E83X9P8
1133442021,0759353670
1285114752,1285051378
1300451459,B00541ABTU
1300451459,1300450991
1300451459,1300451416
1300451459,1300451122
1300451076,1312194480
1300451076,1300451122
1300451076,1300451416
1300451416,1300451076
1300451416,130045136X
1300451416,1300451459
1300451467,1300450991
1300451467,1300451041
142391550X,B001C1BXL6
142391550X,B000XLW1WG
142391550X,B000RB1M90
142391550X,B0014WPV2K
142391550X,B002BU54FI
142391550X,B000RB1R1I
1423915410,B000RB3BXA
1423915410,B00FS0GKDI
1424333083,B002BUZIW2
1424333083,B002C9GJBG
1424333083,B0052ZXJLK
1424333083,B009FFK3IK
1424333083,B000FOXZGM
1424333083,B003TXIXPO
1424333083,B004FQLUIG
1424333083,1594771480
1424333083,B001ED8H16
1424333083,077880481X
1424333083,B00H8X3D74
1424333083,B00H8X378O
1424333083,B000FP04CO
1424333083,B001VNE7TK
1424333083,B001OY0ULU
1424333083,B000FOXZI0
1424333083,B00H8X35OK
1424333083,B001VNKNPC
1424333083,B00H8X3I1A
1424333083,3642129315
1424333083,1880047241
1424333083,B004FQGMAM
1424333083,B00H8X3AF4
1424333083,B000FP04BU
1424333083,B00H8X3BM6
1424333083,B006EHXQHC
1424333083,B002ZYPN0Q
1424333083,B00A113316
1424333083,B005F5O6MI
1424333083,B001VNGCZW
1424333083,B00C8AABKO
1424333083,B002ZZG8T0
1424333083,B00BMT19UI
1424333083,B007GBFEEI
1424333083,1905367481
1424333083,0972159061
1424333083,1467530360
1424333083,B007GBFEM0
1424333083,B00009KX2L
1424333083,B002SEX4OU
1424333083,B0025VZU4I
1424333083,1556429681
1424333083,B00HUCD4FY
1424333083,B00FLLH61E
1424333083,B0098AK8J6
1424333083,B003DV5KHG
1424333083,098903240X
1424333083,B001VNL3OW
1424333083,B000FP553C
1424333083,B004FQLUIQ
1424333083,B000YK0H9U
1424333083,1416066268
1424333083,B006O67IBI
1427742642,B00JR5LY54
1427742642,B00BF8A8LW
1427742642,B00FDK34C8
1427742642,B00JUKSD5K
1427742642,1937537668
1427742642,1427736197
1427742642,B0001EMLZW
1427742642,B007YUKUEK
1427742642,1937537722
1427742642,1427749175
1427742642,1118832183
1456605755,0316167169
1456605755,0316182699
1456605755,0316737844
